prop_id,Win,Bet,Prop_OU,abs_resid
Kevin Huerter_Total Made 3 Point Shots_2021-02-01,1,0.4,Total Made 3 Point Shots_Over,0.8199999999999998
Trae Young_Total Made 3 Point Shots_2021-02-01,0,0.06,Total Made 3 Point Shots_Over,0.1200000000000001
Cody Zeller_Total Points_2021-02-01,1,0.01,Total Points_Over,0
Duncan Robinson_Total Points_2021-02-01,1,0.04,Total Points_Over,1
Gordon Hayward_Total Points_2021-02-01,0,0.01,Total Points_Over,0.8999999999999986
Jimmy Butler_Total Points_2021-02-01,0,0.04,Total Points_Under,1.3999999999999986
P.J. Washington_Total Points_2021-02-01,0,0.08,Total Points_Over,1.0999999999999996
Duncan Robinson_Total Rebounds and Assists_2021-02-01,1,0.03,Total Rebounds and Assists_Under,0.3799999999999999
Jimmy Butler_Total Rebounds and Assists_2021-02-01,0,0.06,Total Rebounds and Assists_Under,1.129999999999999
P.J. Washington_Total Rebounds and Assists_2021-02-01,1,0.06,Total Rebounds and Assists_Over,0.7799999999999994
"Duncan Robinson_Total Points, Rebounds and Assists_2021-02-01",0,0.01,"Total Points, Rebounds and Assists_Over",0.6199999999999974
"Jimmy Butler_Total Points, Rebounds and Assists_2021-02-01",0,0.09,"Total Points, Rebounds and Assists_Under",3.0299999999999976
"P.J. Washington_Total Points, Rebounds and Assists_2021-02-01",0,0.05,"Total Points, Rebounds and Assists_Over",1.379999999999999
Devonte Graham_Total Made 3 Point Shots_2021-02-01,0,0.05,Total Made 3 Point Shots_Under,0.6200000000000001
Duncan Robinson_Total Made 3 Point Shots_2021-02-01,1,0.08,Total Made 3 Point Shots_Over,0.3900000000000001
Gordon Hayward_Total Made 3 Point Shots_2021-02-01,1,0.06,Total Made 3 Point Shots_Under,0.3900000000000001
P.J. Washington_Total Made 3 Point Shots_2021-02-01,0,0.11,Total Made 3 Point Shots_Over,0.1499999999999999
Bojan Bogdanovic_Total Points_2021-02-02,1,0.03,Total Points_Over,0.09999999999999964
Rudy Gobert_Total Points_2021-02-02,0,0.07,Total Points_Over,1.1999999999999993
Donovan Mitchell_Total Rebounds and Assists_2021-02-02,1,0.01,Total Rebounds and Assists_Under,0.379999999999999
Mike Conley_Total Rebounds and Assists_2021-02-02,1,0.02,Total Rebounds and Assists_Under,0.5199999999999996
Royce O'Neale_Total Rebounds and Assists_2021-02-02,1,0.02,Total Rebounds and Assists_Over,0.4900000000000002
"Royce O'Neale_Total Points, Rebounds and Assists_2021-02-02",1,0.01,"Total Points, Rebounds and Assists_Over",0.08999999999999986
Bojan Bogdanovic_Total Made 3 Point Shots_2021-02-02,0,0.06,Total Made 3 Point Shots_Under,0.18000000000000016
Donovan Mitchell_Total Made 3 Point Shots_2021-02-02,1,0.01,Total Made 3 Point Shots_Over,0.3900000000000001
Mike Conley_Total Made 3 Point Shots_2021-02-02,1,0.06,Total Made 3 Point Shots_Under,0.45999999999999996
Royce O'Neale_Total Made 3 Point Shots_2021-02-02,1,0.03,Total Made 3 Point Shots_Over,0.030000000000000027
Andrew Wiggins_Total Points_2021-02-02,1,0.01,Total Points_Under,1.1000000000000014
Daniel Theis_Total Points_2021-02-02,0,0.03,Total Points_Over,0.5
Draymond Green_Total Points_2021-02-02,1,0.02,Total Points_Under,0.40000000000000036
Kelly Oubre Jr._Total Points_2021-02-02,0,0.06,Total Points_Over,1.3999999999999986
Kevon Looney_Total Points_2021-02-02,0,0.1,Total Points_Over,0.7999999999999998
Andrew Wiggins_Total Rebounds and Assists_2021-02-02,0,0.03,Total Rebounds and Assists_Over,0.41999999999999993
Draymond Green_Total Rebounds and Assists_2021-02-02,1,0.02,Total Rebounds and Assists_Over,0.6400000000000006
Jaylen Brown_Total Rebounds and Assists_2021-02-02,1,0.24,Total Rebounds and Assists_Over,2.3099999999999987
Jayson Tatum_Total Rebounds and Assists_2021-02-02,1,0.06,Total Rebounds and Assists_Over,1.08
Kemba Walker_Total Rebounds and Assists_2021-02-02,1,0.1,Total Rebounds and Assists_Over,1
Kevon Looney_Total Rebounds and Assists_2021-02-02,0,0.03,Total Rebounds and Assists_Over,0.5199999999999996
Stephen Curry_Total Rebounds and Assists_2021-02-02,1,0.12,Total Rebounds and Assists_Over,0.9000000000000004
"Andrew Wiggins_Total Points, Rebounds and Assists_2021-02-02",1,0.01,"Total Points, Rebounds and Assists_Under",1.1799999999999997
"Jaylen Brown_Total Points, Rebounds and Assists_2021-02-02",0,0.03,"Total Points, Rebounds and Assists_Over",1.6099999999999994
"Jayson Tatum_Total Points, Rebounds and Assists_2021-02-02",1,0.01,"Total Points, Rebounds and Assists_Over",0.8800000000000026
"Kelly Oubre Jr._Total Points, Rebounds and Assists_2021-02-02",0,0.04,"Total Points, Rebounds and Assists_Over",1.629999999999999
"Kemba Walker_Total Points, Rebounds and Assists_2021-02-02",1,0.03,"Total Points, Rebounds and Assists_Over",1.8000000000000007
"Kevon Looney_Total Points, Rebounds and Assists_2021-02-02",0,0.03,"Total Points, Rebounds and Assists_Over",0.8200000000000003
"Stephen Curry_Total Points, Rebounds and Assists_2021-02-02",1,0.01,"Total Points, Rebounds and Assists_Over",1
Andrew Wiggins_Total Made 3 Point Shots_2021-02-02,0,0.03,Total Made 3 Point Shots_Over,0.21999999999999997
Jaylen Brown_Total Made 3 Point Shots_2021-02-02,0,0.06,Total Made 3 Point Shots_Over,0.20999999999999996
Kelly Oubre Jr._Total Made 3 Point Shots_2021-02-02,0,0.16,Total Made 3 Point Shots_Over,0.27
Stephen Curry_Total Made 3 Point Shots_2021-02-02,1,0.17,Total Made 3 Point Shots_Over,0.6900000000000004
Bradley Beal_Total Points_2021-02-02,1,0.03,Total Points_Over,1.3999999999999986
Damian Lillard_Total Points_2021-02-02,1,0.01,Total Points_Under,0.8999999999999986
Enes Kanter_Total Points_2021-02-02,1,0.11,Total Points_Over,2.3000000000000007
Gary Trent Jr._Total Points_2021-02-02,1,0.04,Total Points_Over,1.1999999999999993
Robert Covington_Total Points_2021-02-02,0,0.05,Total Points_Under,0.9000000000000004
Robin Lopez_Total Points_2021-02-02,1,0.03,Total Points_Under,0.7999999999999998
Rui Hachimura_Total Points_2021-02-02,1,0.02,Total Points_Over,0.3000000000000007
Russell Westbrook_Total Points_2021-02-02,1,0.1,Total Points_Under,2.6999999999999993
Enes Kanter_Total Rebounds_2021-02-02,1,0.03,Total Rebounds_Over,1.2200000000000006
Robin Lopez_Total Rebounds_2021-02-02,0,0.09,Total Rebounds_Over,0.41999999999999993
Enes Kanter_Total Points and Rebounds_2021-02-02,1,0.08,Total Points and Rebounds_Over,3.020000000000003
Bradley Beal_Total Rebounds and Assists_2021-02-02,0,0.06,Total Rebounds and Assists_Over,0.9100000000000001
Damian Lillard_Total Rebounds and Assists_2021-02-02,0,0.09,Total Rebounds and Assists_Over,1.4700000000000006
Gary Trent Jr._Total Rebounds and Assists_2021-02-02,1,0.21,Total Rebounds and Assists_Over,0.8599999999999994
Robert Covington_Total Rebounds and Assists_2021-02-02,0,0.05,Total Rebounds and Assists_Under,0.71
Rui Hachimura_Total Rebounds and Assists_2021-02-02,0,0.04,Total Rebounds and Assists_Over,0.45999999999999996
Russell Westbrook_Total Rebounds and Assists_2021-02-02,1,0.02,Total Rebounds and Assists_Over,0.8900000000000006
"Bradley Beal_Total Points, Rebounds and Assists_2021-02-02",1,0.04,"Total Points, Rebounds and Assists_Over",1.8099999999999952
"Gary Trent Jr._Total Points, Rebounds and Assists_2021-02-02",1,0.06,"Total Points, Rebounds and Assists_Over",1.5599999999999987
"Robert Covington_Total Points, Rebounds and Assists_2021-02-02",0,0.06,"Total Points, Rebounds and Assists_Under",1.6099999999999994
"Russell Westbrook_Total Points, Rebounds and Assists_2021-02-02",1,0.01,"Total Points, Rebounds and Assists_Under",2.3100000000000023
Bradley Beal_Total Made 3 Point Shots_2021-02-02,1,0.26,Total Made 3 Point Shots_Over,0.8999999999999999
Damian Lillard_Total Made 3 Point Shots_2021-02-02,1,0.07,Total Made 3 Point Shots_Under,0.34999999999999964
Gary Trent Jr._Total Made 3 Point Shots_2021-02-02,1,0.04,Total Made 3 Point Shots_Over,0.08000000000000007
Russell Westbrook_Total Made 3 Point Shots_2021-02-02,1,0.14,Total Made 3 Point Shots_Under,0.30000000000000004
Jeremy Lamb_Total Points_2021-02-02,1,0.1,Total Points_Over,1.4000000000000004
Jeremy Lamb_Total Rebounds and Assists_2021-02-02,0,0.02,Total Rebounds and Assists_Under,0.3799999999999999
Justin Holiday_Total Rebounds and Assists_2021-02-02,0,0.04,Total Rebounds and Assists_Over,0.3899999999999997
Malcolm Brogdon_Total Rebounds and Assists_2021-02-02,0,0.03,Total Rebounds and Assists_Over,0.7699999999999996
"Jeremy Lamb_Total Points, Rebounds and Assists_2021-02-02",1,0.01,"Total Points, Rebounds and Assists_Over",0.5200000000000031
"Malcolm Brogdon_Total Points, Rebounds and Assists_2021-02-02",0,0.01,"Total Points, Rebounds and Assists_Over",0.7700000000000031
Domantas Sabonis_Total Made 3 Point Shots_2021-02-02,0,0.26,Total Made 3 Point Shots_Under,0.08000000000000002
Malcolm Brogdon_Total Made 3 Point Shots_2021-02-02,1,0.04,Total Made 3 Point Shots_Under,0.14000000000000012
Myles Turner_Total Made 3 Point Shots_2021-02-02,0,0.13,Total Made 3 Point Shots_Under,0.16999999999999993
Aron Baynes_Total Points_2021-02-02,0,0.03,Total Points_Over,0.5
Cole Anthony_Total Points_2021-02-02,1,0.02,Total Points_Over,0.3000000000000007
Evan Fournier_Total Points_2021-02-02,1,0.03,Total Points_Over,0.8999999999999986
Kyle Lowry_Total Points_2021-02-02,1,0.04,Total Points_Under,1.3000000000000007
Nikola Vucevic_Total Points_2021-02-02,0,0.02,Total Points_Over,0.10000000000000142
Nikola Vucevic_Total Rebounds_2021-02-02,1,0.08,Total Rebounds_Over,0.8900000000000006
Cole Anthony_Total Rebounds and Assists_2021-02-02,0,0.02,Total Rebounds and Assists_Over,0.8500000000000014
James Ennis III_Total Rebounds and Assists_2021-02-02,1,0.14,Total Rebounds and Assists_Under,1.2999999999999998
Kyle Lowry_Total Rebounds and Assists_2021-02-02,1,0.03,Total Rebounds and Assists_Over,1.1999999999999993
"Fred Van Vleet_Total Points, Rebounds and Assists_2021-02-02",0,0.02,"Total Points, Rebounds and Assists_Under",1.7399999999999984
"James Ennis III_Total Points, Rebounds and Assists_2021-02-02",0,0.11,"Total Points, Rebounds and Assists_Under",2.200000000000001
Aron Baynes_Total Made 3 Point Shots_2021-02-02,1,0.25,Total Made 3 Point Shots_Under,0.69
Fred Van Vleet_Total Made 3 Point Shots_2021-02-02,0,0.07,Total Made 3 Point Shots_Under,0.52
James Ennis III_Total Made 3 Point Shots_2021-02-02,1,0.56,Total Made 3 Point Shots_Over,0.35
Pascal Siakam_Total Made 3 Point Shots_2021-02-02,0,0.07,Total Made 3 Point Shots_Over,0.020000000000000018
Kawhi Leonard_Total Points_2021-02-03,1,0.06,Total Points_Under,1.8000000000000007
Nicolas Batum_Total Points_2021-02-03,1,0.17,Total Points_Under,1.7000000000000002
Paul George_Total Points_2021-02-03,0,0.03,Total Points_Under,1.8000000000000007
Reggie Jackson_Total Points_2021-02-03,1,0.01,Total Points_Under,0.40000000000000036
Collin Sexton_Total Rebounds and Assists_2021-02-03,0,0.18,Total Rebounds and Assists_Over,1.5
Kawhi Leonard_Total Rebounds and Assists_2021-02-03,0,0.05,Total Rebounds and Assists_Over,0.9000000000000004
Nicolas Batum_Total Rebounds and Assists_2021-02-03,0,0.1,Total Rebounds and Assists_Over,1
Paul George_Total Rebounds and Assists_2021-02-03,0,0.02,Total Rebounds and Assists_Over,0.8399999999999999
Reggie Jackson_Total Rebounds and Assists_2021-02-03,0,0.01,Total Rebounds and Assists_Under,0.20000000000000018
Serge Ibaka_Total Rebounds and Assists_2021-02-03,0,0.1,Total Rebounds and Assists_Over,1.1600000000000001
"Nicolas Batum_Total Points, Rebounds and Assists_2021-02-03",1,0.09,"Total Points, Rebounds and Assists_Under",2.1999999999999993
"Paul George_Total Points, Rebounds and Assists_2021-02-03",0,0.01,"Total Points, Rebounds and Assists_Under",1.4600000000000009
"Reggie Jackson_Total Points, Rebounds and Assists_2021-02-03",1,0.04,"Total Points, Rebounds and Assists_Under",1.1000000000000014
"Serge Ibaka_Total Points, Rebounds and Assists_2021-02-03",1,0.02,"Total Points, Rebounds and Assists_Over",1.1600000000000001
Coby White_Total Points_2021-02-03,1,0.01,Total Points_Under,0.3000000000000007
Elfrid Payton_Total Points_2021-02-03,0,0.04,Total Points_Under,0.40000000000000036
Lauri Markkanen_Total Points_2021-02-03,1,0.08,Total Points_Under,1.8000000000000007
Reggie Bullock_Total Points_2021-02-03,1,0.07,Total Points_Over,0.8000000000000007
RJ Barrett_Total Points_2021-02-03,1,0.06,Total Points_Under,1.3000000000000007
Mitchell Robinson_Total Rebounds_2021-02-03,0,0.02,Total Rebounds_Under,0.2400000000000002
Mitchell Robinson_Total Points and Rebounds_2021-02-03,0,0.03,Total Points and Rebounds_Under,1.1400000000000006
Elfrid Payton_Total Rebounds and Assists_2021-02-03,0,0.1,Total Rebounds and Assists_Under,0.6299999999999999
Lauri Markkanen_Total Rebounds and Assists_2021-02-03,0,0.18,Total Rebounds and Assists_Over,1.6799999999999997
Patrick Williams_Total Rebounds and Assists_2021-02-03,1,0.18,Total Rebounds and Assists_Over,0.8800000000000008
Reggie Bullock_Total Rebounds and Assists_2021-02-03,1,0.01,Total Rebounds and Assists_Under,0.35999999999999943
RJ Barrett_Total Rebounds and Assists_2021-02-03,1,0.02,Total Rebounds and Assists_Over,0.6300000000000008
Zach Lavine_Total Rebounds and Assists_2021-02-03,1,0.08,Total Rebounds and Assists_Over,1.2599999999999998
"Elfrid Payton_Total Points, Rebounds and Assists_2021-02-03",0,0.08,"Total Points, Rebounds and Assists_Under",1.5299999999999994
"Patrick Williams_Total Points, Rebounds and Assists_2021-02-03",1,0.01,"Total Points, Rebounds and Assists_Over",0.3800000000000008
"RJ Barrett_Total Points, Rebounds and Assists_2021-02-03",1,0.03,"Total Points, Rebounds and Assists_Under",1.1700000000000017
P.J. Tucker_Total Points_2021-02-03,0,0.05,Total Points_Over,0.5
Victor Oladipo_Total Points_2021-02-03,0,0.05,Total Points_Over,1.3000000000000007
Christian Wood_Total Rebounds_2021-02-03,1,0.09,Total Rebounds_Under,0.8300000000000001
Christian Wood_Total Points and Rebounds_2021-02-03,1,0.03,Total Points and Rebounds_Under,1.4299999999999997
Al Horford_Total Rebounds and Assists_2021-02-03,0,0.05,Total Rebounds and Assists_Over,1.08
Eric Gordon_Total Rebounds and Assists_2021-02-03,1,0.19,Total Rebounds and Assists_Over,1.1199999999999992
Victor Oladipo_Total Rebounds and Assists_2021-02-03,0,0.21,Total Rebounds and Assists_Over,2.5700000000000003
"Eric Gordon_Total Points, Rebounds and Assists_2021-02-03",1,0.02,"Total Points, Rebounds and Assists_Over",1.6199999999999974
"Victor Oladipo_Total Points, Rebounds and Assists_2021-02-03",0,0.09,"Total Points, Rebounds and Assists_Over",3.3699999999999974
Cam Reddish_Total Points_2021-02-03,0,0.05,Total Points_Over,0.8000000000000007
Clint Capela_Total Points_2021-02-03,0,0.07,Total Points_Over,1.1999999999999993
John Collins_Total Points_2021-02-03,1,0.04,Total Points_Over,1
Josh Richardson_Total Points_2021-02-03,1,0.1,Total Points_Over,2
Kevin Huerter_Total Points_2021-02-03,1,0.13,Total Points_Over,1.5999999999999996
Clint Capela_Total Rebounds_2021-02-03,0,0.06,Total Rebounds_Over,1.6899999999999995
Clint Capela_Total Points and Rebounds_2021-02-03,0,0.05,Total Points and Rebounds_Over,2.3900000000000006
Cam Reddish_Total Rebounds and Assists_2021-02-03,0,0.09,Total Rebounds and Assists_Over,0.8100000000000005
John Collins_Total Rebounds and Assists_2021-02-03,1,0.13,Total Rebounds and Assists_Over,1.5999999999999996
Josh Richardson_Total Rebounds and Assists_2021-02-03,1,0.05,Total Rebounds and Assists_Over,0.33000000000000007
Kevin Huerter_Total Rebounds and Assists_2021-02-03,1,0.11,Total Rebounds and Assists_Over,0.7899999999999991
Kristaps Porzingis_Total Rebounds and Assists_2021-02-03,1,0.04,Total Rebounds and Assists_Over,0.7200000000000006
Luka Doncic_Total Rebounds and Assists_2021-02-03,1,0.05,Total Rebounds and Assists_Over,2.1400000000000006
"Cam Reddish_Total Points, Rebounds and Assists_2021-02-03",0,0.03,"Total Points, Rebounds and Assists_Over",1.1099999999999994
"John Collins_Total Points, Rebounds and Assists_2021-02-03",1,0.04,"Total Points, Rebounds and Assists_Over",2.1000000000000014
"Josh Richardson_Total Points, Rebounds and Assists_2021-02-03",1,0.06,"Total Points, Rebounds and Assists_Over",1.8300000000000018
"Kevin Huerter_Total Points, Rebounds and Assists_2021-02-03",1,0.08,"Total Points, Rebounds and Assists_Over",1.8900000000000006
"Luka Doncic_Total Points, Rebounds and Assists_2021-02-03",1,0.02,"Total Points, Rebounds and Assists_Over",2.3400000000000034
Danny Green_Total Points_2021-02-03,1,0.1,Total Points_Over,1.1999999999999993
Joel Embiid_Total Points_2021-02-03,0,0.01,Total Points_Under,0.5
Seth Curry_Total Points_2021-02-03,0,0.01,Total Points_Over,0.5999999999999996
Danny Green_Total Rebounds and Assists_2021-02-03,0,0.07,Total Rebounds and Assists_Over,0.4500000000000002
Seth Curry_Total Rebounds and Assists_2021-02-03,0,0.28,Total Rebounds and Assists_Over,1.1899999999999995
Tobias Harris_Total Rebounds and Assists_2021-02-03,1,0.04,Total Rebounds and Assists_Over,0.9100000000000001
"Danny Green_Total Points, Rebounds and Assists_2021-02-03",1,0.06,"Total Points, Rebounds and Assists_Over",1.1499999999999986
"Seth Curry_Total Points, Rebounds and Assists_2021-02-03",0,0.07,"Total Points, Rebounds and Assists_Over",1.2899999999999991
"Tobias Harris_Total Points, Rebounds and Assists_2021-02-03",1,0.03,"Total Points, Rebounds and Assists_Over",1.2100000000000009
Donte DiVincenzo_Total Points_2021-02-03,1,0.05,Total Points_Over,0.5999999999999996
Jeremy Lamb_Total Points_2021-02-03,0,0.14,Total Points_Over,2.3000000000000007
Jrue Holiday_Total Points_2021-02-03,1,0.02,Total Points_Under,0.5
Justin Holiday_Total Points_2021-02-03,1,0.04,Total Points_Over,0.5999999999999996
Khris Middleton_Total Points_2021-02-03,0,0.03,Total Points_Over,1.8000000000000007
Brook Lopez_Total Rebounds and Assists_2021-02-03,1,0.22,Total Rebounds and Assists_Over,1.38
Domantas Sabonis_Total Rebounds and Assists_2021-02-03,1,0.01,Total Rebounds and Assists_Over,0.7899999999999991
Jeremy Lamb_Total Rebounds and Assists_2021-02-03,0,0.02,Total Rebounds and Assists_Over,0.09999999999999964
Justin Holiday_Total Rebounds and Assists_2021-02-03,1,0.06,Total Rebounds and Assists_Over,0.20000000000000018
Khris Middleton_Total Rebounds and Assists_2021-02-03,0,0.01,Total Rebounds and Assists_Over,0.5399999999999991
Malcolm Brogdon_Total Rebounds and Assists_2021-02-03,0,0.06,Total Rebounds and Assists_Over,1.1899999999999995
"Brook Lopez_Total Points, Rebounds and Assists_2021-02-03",1,0.02,"Total Points, Rebounds and Assists_Over",0.5799999999999983
"Domantas Sabonis_Total Points, Rebounds and Assists_2021-02-03",1,0.01,"Total Points, Rebounds and Assists_Over",0.8900000000000006
"Jeremy Lamb_Total Points, Rebounds and Assists_2021-02-03",0,0.08,"Total Points, Rebounds and Assists_Over",1.9000000000000021
"Jrue Holiday_Total Points, Rebounds and Assists_2021-02-03",1,0.02,"Total Points, Rebounds and Assists_Under",1.4699999999999989
"Justin Holiday_Total Points, Rebounds and Assists_2021-02-03",1,0.01,"Total Points, Rebounds and Assists_Over",0.3000000000000007
